Nodo,ScientificName,Functional feeding groups,Freshwater,Marine,Terrestrial,Fuente de ocurrencia,AphiaID,TaxonRank,TaxonomicStatus,AcceptedName,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Ref,Status,Observaciones
Gansos y cauquenes,Anser anser,,TRUE,FALSE,FALSE,Argentinat,2498036,SPECIES,ACCEPTED,"Anser anser (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser,"(Linnaeus, 1758)",https://www.gbif.org/species/2498036,Nativo,
Gansos y cauquenes,Chloephaga picta,,TRUE,FALSE,FALSE,Argentinat,225936,Species,accepted,"Chloephaga picta (Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,picta,"(Gmelin, 1789)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225936,Nativo,
Gansos y cauquenes,Chloephaga poliocephala,,TRUE,FALSE,FALSE,Argentinat,225992,Species,accepted,"Chloephaga poliocephala Sclater, 1857",Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,poliocephala,"Sclater, 1857",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225992,Nativo,
Cisnes,Coscoroba coscoroba,,TRUE,TRUE,FALSE,Argentinat,225937,Species,accepted,"Coscoroba coscoroba (Molina, 1782)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Coscoroba,coscoroba,"(Molina, 1782)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225937,Nativo,
Cisnes,Cygnus melancoryphus,,TRUE,FALSE,FALSE,Argentinat,2498335,SPECIES,ACCEPTED,"Cygnus melancoryphus (Molina, 1782)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus melancoryphus,"(Molina, 1782) ",https://www.gbif.org/species/2498335,Nativo,
Patos,Heteronetta atricapilla,,TRUE,FALSE,FALSE,Argentinat,2497999,SPECIES,ACCEPTED,"Heteronetta atricapilla (Merrem, 1841)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Heteronetta,Heteronetta atricapilla,"(Merrem, 1841) ",https://www.gbif.org/species/2497999,Nativo,
Patos,Lophonetta specularioides,,TRUE,TRUE,FALSE,Argentinat,225980,Species,accepted,"Lophonetta specularioides King, 1828",Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophonetta,specularioides,"King, 1828",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225980,Nativo,
Patos,Netta peposaca,,TRUE,FALSE,FALSE,Argentinat,225981,Species,accepted,"Netta peposaca (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,Netta paposaca,"(Vieillot, 1816)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225981,Nativo,
Patos,Oxyura ferruginea,,TRUE,FALSE,FALSE,Argentinat,5232468,SPECIES,ACCEPTED,"Oxyura ferruginea (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura ferruginea,"(Eyton, 1838) ",https://www.gbif.org/species/5232468,Nativo,
Patos,Oxyura vittata,,TRUE,FALSE,FALSE,Argentinat,225950,Species,accepted,"Oxyura vittata (Philippi, 1860)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,vittata,"(Philippi, 1860)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225950,Nativo,
Patos,Spatula versicolor,,TRUE,FALSE,FALSE,Harris 2008,9305555,SPECIES,ACCEPTED,"Spatula versicolor (Vieillot, 1816)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula versicolor,"(Vieillot, 1816) ",https://www.gbif.org/species/9305555,Nativo,
Patos,Tachyeres leucocephalus,,FALSE,TRUE,FALSE,Argentinat,405112,Species,accepted,"Tachyeres leucocephalus Humphrey &amp; Thompson, 1981",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,leucocephalus,"Humphrey &amp; Thompson, 1981",https://www.marinespecies.org/aphia.php?p=taxdetails&id=405112,Nativo,
Patos,Tachyeres patachonicus,,TRUE,TRUE,FALSE,Harris 2008,2498236,SPECIES,ACCEPTED,"Tachyeres patachonicus (P.P.King, 1831)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,Tachyeres patachonicus,"(P.P.King, 1831) ",https://www.gbif.org/species/2498236,Nativo,
Aves_terrestres,Systellura longirostris,,FALSE,FALSE,TRUE,Harris 2008,7784172,SPECIES,ACCEPTED,"Systellura longirostris (Bonaparte, 1825)",Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Systellura,Systellura longirostris,"(Bonaparte, 1825) ",https://www.gbif.org/species/7784172,Nativo,
Ostreros,Haematopus ater,,FALSE,TRUE,FALSE,Argentinat,366768,Species,accepted,"Haematopus ater Vieillot &amp; Oudart, 1825",Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Haematopus,ater,"Vieillot &amp; Oudart, 1825",https://www.marinespecies.org/aphia.php?p=taxdetails&id=366768,Nativo,
Ostreros,Haematopus leucopodus,,TRUE,TRUE,FALSE,Argentinat,366769,Species,accepted,"Haematopus leucopodus Garnot, 1826",Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Haematopus,leucopodus,"Garnot, 1826",https://www.marinespecies.org/aphia.php?p=taxdetails&id=366769,Nativo,
Ostreros,Haematopus palliatus,,FALSE,TRUE,FALSE,Argentinat,159128,Species,accepted,"Haematopus palliatus Temminck, 1820",Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Haematopus,palliatus,"Temminck, 1820",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159128,Nativo,
Chorlos y playeros,Oreopholus ruficolis,,FALSE,FALSE,TRUE,Harris 2008,2480254,SPECIES,ACCEPTED,"Oreopholus ruficollis (Wagler, 1829)",Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Oreopholus,Oreopholus ruficollis,"(Wagler, 1829) ",https://www.gbif.org/species/2480254,Nativo,
Aves_terrestres,Vanellus chilensis,,FALSE,FALSE,TRUE,Argentinat,366839,Species,accepted,"Vanellus chilensis (Molina, 1782)",Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,chilensis,"(Molina, 1782)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=366839,Nativo,
Gaviotas,Chroicocephalus cirrocephalus,,TRUE,TRUE,FALSE,Argentinat,6065820,SPECIES,ACCEPTED,"Chroicocephalus cirrocephalus (Vieillot, 1818)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus cirrocephalus,"(Vieillot, 1818) ",https://www.gbif.org/species/6065820,Nativo,
Gaviotas,Chroicocephalus maculipennis,,TRUE,TRUE,FALSE,Argentinat,6065823,SPECIES,ACCEPTED,"Chroicocephalus maculipennis (M.H.K.Lichtenstein, 1823)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus maculipennis,"(M.H.K.Lichtenstein, 1823) ",https://www.gbif.org/species/6065823,Nativo,
Gaviotas,Larus dominicanus,,TRUE,TRUE,TRUE,Argentinat,2481173,SPECIES,ACCEPTED,"Larus dominicanus M.H.K.Lichtenstein, 1823",Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus dominicanus,"M.H.K.Lichtenstein, 1823",https://www.gbif.org/species/2481173,Nativo,
Gaviotines,Sterna hirundinacea,,FALSE,TRUE,FALSE,Argentinat,225979,Species,accepted,"Sterna hirundinacea Lesson, 1831",Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundinacea,"Lesson, 1831",https://www.marinespecies.org/aphia.php?p=taxdetails&id=225979,Nativo,
Gaviotines,Thalasseus sandvicensis,,FALSE,TRUE,FALSE,Harris 2008 / Argentinat,2481240,SPECIES,ACCEPTED,"Thalasseus sandvicensis (Latham, 1787)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus sandvicensis,"(Latham, 1787) ",https://www.gbif.org/species/2481240,Nativo,
Chorlos y playeros,Phalaropus tricolor,,TRUE,TRUE,FALSE,Argentinat,159043,Species,accepted,"Phalaropus tricolor (Vieillot, 1819)",Animalia,Chordata,Aves,Charadriiformes,Phalaropodidae,Phalaropus,tricolor,"(Vieillot, 1819)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159043,Nativo,
Chorlos y playeros,Himantopus mexicanus,,TRUE,TRUE,FALSE,Argentinat,5229128,SPECIES,ACCEPTED,"Himantopus mexicanus (P.L.S.Müller, 1776)",Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus mexicanus,"(P.L.S.Müller, 1776) ",https://www.gbif.org/species/5229128,Nativo,
Chorlos y playeros,Calidris fuscicollis,,TRUE,TRUE,FALSE,Argentinat,159050,Species,accepted,"Calidris fuscicollis (Vieillot, 1819)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,fuscicollis,"(Vieillot, 1819)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159050,Nativo,
Chorlos y playeros,Gallinago paraguaiae,,TRUE,FALSE,FALSE,Harris 2008,2481829,SPECIES,ACCEPTED,"Gallinago paraguaiae (Vieillot, 1816)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago paraguaiae,"(Vieillot, 1816) ",https://www.gbif.org/species/2481829,Nativo,
Chorlos y playeros,Limosa haemastica,,TRUE,TRUE,FALSE,Argentinat,159033,Species,accepted,"Limosa haemastica (Linnaeus, 1758)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,haemastica,"(Linnaeus, 1758)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159033,Nativo,
Chorlos y playeros,Tringa flavipes,,TRUE,TRUE,FALSE,Argentinat,159030,Species,accepted,"Tringa flavipes (Gmelin, 1789)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,flavipes,"(Gmelin, 1789)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159030,Nativo,
Chorlos y playeros,Tringa melanoleuca,,TRUE,TRUE,FALSE,Argentinat,158967,Species,accepted,"Tringa melanoleuca (Gmelin, 1789)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,melanoleuca,"(Gmelin, 1789)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=158967,Nativo,
Aves_terrestres,Thinocorus rumicivorus,,FALSE,FALSE,TRUE,Harris 2008,2480961,SPECIES,ACCEPTED,"Thinocorus rumicivorus Eschscholtz, 1829",Animalia,Chordata,Aves,Charadriiformes,Thinocoridae,Thinocorus,Thinocorus rumicivorus,"Eschscholtz, 1829",https://www.gbif.org/species/2480961,Nativo,
Garzas,Egretta thula,,TRUE,TRUE,FALSE,Argentinat,159116,Species,accepted,"Egretta thula (Molina, 1782)",Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Egretta,thula,"(Molina, 1782)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159116,Nativo,
Garzas,Nycticorax nycticorax,,TRUE,TRUE,FALSE,Argentinat,159123,Species,accepted,"Nycticorax nycticorax (Linnaeus, 1758)",Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Nycticorax,nycticorax,"(Linnaeus, 1758)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159123,Nativo,
Plegadis chihi,Plegadis chihi,,TRUE,FALSE,FALSE,Argentinat,422583,Species,accepted,"Plegadis chihi (Vieillot, 1817)",Animalia,Chordata,Aves,Ciconiiformes,Threskiornithidae,Plegadis,chihi,"(Vieillot, 1817)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=422583,Nativo,
Aves_terrestres,Columba livia,,FALSE,FALSE,TRUE,Argentinat,1464527,Species,accepted,"Columba livia Gmelin, 1789",Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,"Gmelin, 1789",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1464527,Exótico,
Aves_terrestres,Columbina picui,,FALSE,FALSE,TRUE,Argentinat,2495865,SPECIES,ACCEPTED,"Columbina picui (Temminck, 1813)",Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina picui,"(Temminck, 1813) ",https://www.gbif.org/species/2495865,Nativo,
Aves_terrestres,Zenaida auriculata,,FALSE,FALSE,TRUE,Argentinat,2495358,SPECIES,ACCEPTED,"Zenaida auriculata (Des Murs, 1847)",Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,Zenaida auriculata,"(Des Murs, 1847) ",https://www.gbif.org/species/2495358,Nativo,
Aves_terrestres,Zenaida meloda,,FALSE,FALSE,TRUE,Argentinat,2495375,SPECIES,ACCEPTED,"Zenaida meloda (Tschudi, 1843)",Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,Zenaida meloda,"(Tschudi, 1843) ",https://www.gbif.org/species/2495375,Nativo,
Aves_cazadoras,Megaceryle torquata,,FALSE,FALSE,TRUE,Harris 2008,2475466,SPECIES,ACCEPTED,"Megaceryle torquata (Linnaeus, 1766)",Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,Megaceryle torquata,"(Linnaeus, 1766) ",https://www.gbif.org/species/2475466,Nativo,
Aves_cazadoras,Guira guira,,FALSE,FALSE,TRUE,Harris 2008,2496462,SPECIES,ACCEPTED,"Guira guira (Gmelin, 1788)",Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,"(Gmelin, 1788) ",https://www.gbif.org/species/2496462,Nativo,
Aves_carroñeras,Caracara plancus,,FALSE,FALSE,TRUE,Harris 2008,2480989,SPECIES,ACCEPTED,"Caracara plancus (J.F.Miller, 1777)",Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,"(J.F.Miller, 1777) ",https://www.gbif.org/species/2480989,Nativo,
Aves_cazadoras,Falco femoralis,,FALSE,FALSE,TRUE,Harris 2008,2481006,SPECIES,ACCEPTED,"Falco femoralis Temminck, 1822",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco femoralis,"Temminck, 1822",https://www.gbif.org/species/2481006,Nativo,
Aves_cazadoras,Falco peregrinus,,FALSE,FALSE,TRUE,Argentinat,159153,Species,accepted,"Falco peregrinus Tunstall, 1771",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,"Tunstall, 1771",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159153,Nativo,
Aves_cazadoras,Falco sparverius,,FALSE,FALSE,TRUE,Argentinat,159072,Species,accepted,"Falco sparverius Linnaeus, 1758",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,"Linnaeus, 1758",https://www.marinespecies.org/aphia.php?p=taxdetails&id=159072,Nativo,
Aves_carroñeras,Milvago chimango,,FALSE,FALSE,TRUE,Argentinat,2481065,SPECIES,ACCEPTED,"Milvago chimango (Vieillot, 1816)",Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,Milvago chimango,"(Vieillot, 1816)",https://www.gbif.org/species/2481065,Nativo,
Aves_terrestres,Callipepla californica,,FALSE,FALSE,TRUE,Argentinat,5228080,SPECIES,ACCEPTED,"Callipepla californica (Shaw, 1798)",Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica,"(Shaw, 1798) ",https://www.gbif.org/species/5228080,Exótico,
Gallaretas,Fulica armillata,,TRUE,FALSE,FALSE,Argentinat,2474382,SPECIES,ACCEPTED,"Fulica armillata Vieillot, 1817",Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica armillata,"Vieillot, 1817",https://www.gbif.org/species/2474382,Nativo,
Gallaretas,Fulica leucoptera,,TRUE,FALSE,FALSE,Argentinat,1443771,Species,accepted,"Fulica leucoptera Vieillot, 1817",Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,leucoptera,"Vieillot, 1817",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1443771,Nativo,
Gallaretas,Fulica rufifrons,,TRUE,FALSE,FALSE,Argentinat,2474390,SPECIES,ACCEPTED,"Fulica rufifrons Philippi & Landbeck, 1861",Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica rufifrons,"Philippi & Landbeck, 1861",https://www.gbif.org/species/2474390,Nativo,
Gallaretas,Gallinula melanops,,TRUE,FALSE,FALSE,Harris 2008,5228216,SPECIES,ACCEPTED,"Gallinula melanops (Vieillot, 1819)",Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops,"(Vieillot, 1819) ",https://www.gbif.org/species/5228216,Nativo,
Gallaretas,Pardirallus sanguinolientus,,TRUE,FALSE,FALSE,Harris 2008,2474715,SPECIES,ACCEPTED,"Pardirallus sanguinolentus (Swainson, 1838)",Animalia,Chordata,Aves,Gruiformes,Rallidae,Pardirallus,Pardirallus sanguinolentus,"(Swainson, 1838) ",https://www.gbif.org/species/2474715,Nativo,
Passeriformes,Spinus barbatus,,FALSE,FALSE,TRUE,Argentinat,6092488,SPECIES,ACCEPTED,"Spinus barbatus (Molina, 1782)",Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus barbatus,"(Molina, 1782) ",https://www.gbif.org/species/6092488,Nativo,
Passeriformes,Asthenes modesta,,FALSE,FALSE,TRUE,Harris 2008,5230088,SPECIES,ACCEPTED,"Asthenes modesta (Eyton, 1851)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes modesta,"(Eyton, 1851) ",https://www.gbif.org/species/5230088,Nativo,
Passeriformes,Asthenes patagonica,,FALSE,FALSE,TRUE,Harris 2008,5230059,SPECIES,ACCEPTED,"Asthenes patagonica (Orbigny, 1839)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes patagonica,"(Orbigny, 1839) ",https://www.gbif.org/species/5230059,Nativo,
Passeriformes,Asthenes pyrrholeuca,,FALSE,FALSE,TRUE,Argentinat,5230112,SPECIES,ACCEPTED,"Asthenes pyrrholeuca (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes pyrrholeuca,"(Vieillot, 1817) ",https://www.gbif.org/species/5230112,Nativo,
Passeriformes,Cinclodes fuscus,,TRUE,FALSE,TRUE,Harris 2008,2485069,SPECIES,ACCEPTED,"Cinclodes fuscus (Vieillot, 1818)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cinclodes,Cinclodes fuscus,"(Vieillot, 1818) ",https://www.gbif.org/species/2485069,Nativo,
Passeriformes,Eremobius pheonicurus,,FALSE,FALSE,TRUE,Harris 2008,5230280,SPECIES,ACCEPTED,"Eremobius phoenicurus Gould, 1839",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Eremobius,Eremobius phoenicurus,"Gould, 1839",https://www.gbif.org/species/5230280,Nativo,
Passeriformes,Furnarius rufus,,FALSE,FALSE,TRUE,Argentinat,2485821,SPECIES,ACCEPTED,"Furnarius rufus (Gmelin, 1788)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,"(Gmelin, 1788) ",https://www.gbif.org/species/2485821,Nativo,
Passeriformes,Geositta cunicularia,,FALSE,FALSE,TRUE,Harris 2008,2485888,SPECIES,ACCEPTED,"Geositta cunicularia (Vieillot, 1816)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Geositta,Geositta cunicularia,"(Vieillot, 1816) ",https://www.gbif.org/species/2485888,Nativo,
Passeriformes,Leptasthenura aegithaloides,,FALSE,FALSE,TRUE,Harris 2008,2485141,SPECIES,ACCEPTED,"Leptasthenura aegithaloides (Kittlitz, 1830)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Leptasthenura,Leptasthenura aegithaloides,"(Kittlitz, 1830) ",https://www.gbif.org/species/2485141,Nativo,
Passeriformes,Phleocryptes melanops,,TRUE,FALSE,FALSE,Harris 2008,2485989,SPECIES,ACCEPTED,"Phleocryptes melanops (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Phleocryptes,Phleocryptes melanops,"(Vieillot, 1817) ",https://www.gbif.org/species/2485989,Nativo,
Passeriformes,Pseudoseisura gutturalis,,FALSE,FALSE,TRUE,Harris 2008,2485857,SPECIES,ACCEPTED,"Pseudoseisura gutturalis (Orbigny & Lafresnaye, 1838)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Pseudoseisura,Pseudoseisura gutturalis,"(Orbigny & Lafresnaye, 1838) ",https://www.gbif.org/species/2485857,Nativo,
Passeriformes,Upucerthia dumetaria,,FALSE,FALSE,TRUE,Harris 2008,2485189,SPECIES,ACCEPTED,"Upucerthia dumetaria I.Geoffroy Saint-Hilaire, 1832",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Upucerthia,Upucerthia dumetaria,"I.Geoffroy Saint-Hilaire, 1832",https://www.gbif.org/species/2485189,Nativo,
Passeriformes,Hirundo rustica,,FALSE,FALSE,TRUE,Argentinat,9515886,SPECIES,ACCEPTED,"Hirundo rustica Linnaeus, 1758",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Linnaeus, 1758",https://www.gbif.org/species/9515886,Nativo,
Passeriformes,Notochelidon cyanolecua,,TRUE,FALSE,TRUE,Harris 2008,2489208,SPECIES,ACCEPTED,"Notiochelidon cyanoleuca (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Notiochelidon,Notiochelidon cyanoleuca,"(Vieillot, 1817) ",https://www.gbif.org/species/2489208,Nativo,
Passeriformes,Progne elegans,,TRUE,FALSE,TRUE,Harris 2008,2489140,SPECIES,ACCEPTED,"Progne elegans S.F.Baird, 1865",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne elegans,"S.F.Baird, 1865",https://www.gbif.org/species/2489140,Nativo,
Passeriformes,Progne tapera,,FALSE,FALSE,TRUE,Argentinat,2489136,SPECIES,ACCEPTED,"Progne tapera (Linnaeus, 1766)",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne tapera,"(Linnaeus, 1766) ",https://www.gbif.org/species/2489136,Nativo,
Passeriformes,Tachycineta leucopyga,,TRUE,FALSE,TRUE,Harris 2008,5789239,SPECIES,ACCEPTED,"Tachycineta leucopyga (Meyen, 1834)",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,Tachycineta leucopyga,"(Meyen, 1834) ",https://www.gbif.org/species/5789239,Nativo,
Passeriformes,Agelaoides badius,,FALSE,FALSE,TRUE,Argentinat,2484481,SPECIES,ACCEPTED,"Agelaioides badius (Vieillot, 1819)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaioides,Agelaioides badius,"(Vieillot, 1819) ",https://www.gbif.org/species/2484481,Nativo,
Passeriformes,Agelasticus thilius,,FALSE,FALSE,TRUE,Argentinat,2484205,SPECIES,ACCEPTED,"Agelasticus thilius (Molina, 1782)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelasticus,Agelasticus thilius,"(Molina, 1782) ",https://www.gbif.org/species/2484205,Nativo,
Passeriformes,Molothrus bonariensis,,FALSE,FALSE,TRUE,Argentinat,2484396,SPECIES,ACCEPTED,"Molothrus bonariensis (Gmelin, 1789)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis,"(Gmelin, 1789) ",https://www.gbif.org/species/2484396,Nativo,
Passeriformes,Sturnella loyca,,FALSE,FALSE,TRUE,Argentinat,2484272,SPECIES,ACCEPTED,"Sturnella loyca (Molina, 1782)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella loyca,"(Molina, 1782) ",https://www.gbif.org/species/2484272,Nativo,
Passeriformes,Mimus patagonicus,,FALSE,FALSE,TRUE,Argentinat,5231683,SPECIES,ACCEPTED,"Mimus patagonicus (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,Mimus patagonicus,"(Orbigny & Lafresnaye, 1837) ",https://www.gbif.org/species/5231683,Nativo,
Passeriformes,Mimus saturninus,,FALSE,FALSE,TRUE,Argentinat,5231675,SPECIES,ACCEPTED,"Mimus saturninus (Lichtenstein, 1823)",Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,Mimus saturninus,"(Lichtenstein, 1823) ",https://www.gbif.org/species/5231675,Nativo,
Passeriformes,Mimus triurus,,FALSE,FALSE,TRUE,Harris 2008,5231682,SPECIES,ACCEPTED,"Mimus triurus (Vieillot, 1818)",Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,Mimus triurus,"(Vieillot, 1818) ",https://www.gbif.org/species/5231682,Nativo,
Passeriformes,Anthus correndera,,FALSE,FALSE,TRUE,Argentinat,9286490,SPECIES,ACCEPTED,"Anthus correndera Vieillot, 1818",Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus correndera,"Vieillot, 1818",https://www.gbif.org/species/9286490,Nativo,
Passeriformes,Zonotrichia capensis,,FALSE,FALSE,TRUE,Argentinat,5231103,SPECIES,ACCEPTED,"Zonotrichia capensis (P.L.S.Müller, 1776)",Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia capensis,"(P.L.S.Müller, 1776) ",https://www.gbif.org/species/5231103,Nativo,
Passeriformes,Passer domesticus,,FALSE,FALSE,TRUE,Argentinat,1451658,Species,accepted,"Passer domesticus (Linnaeus, 1758)",Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,"(Linnaeus, 1758)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1451658,Exótico,
Passeriformes,Diuca diuca,,FALSE,FALSE,TRUE,Harris 2008,2491645,SPECIES,ACCEPTED,"Diuca diuca (Molina, 1782)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diuca,Diuca diuca,"(Molina, 1782) ",https://www.gbif.org/species/2491645,Nativo,
Passeriformes,Paroaria coronata,,FALSE,FALSE,TRUE,Argentinat,2492081,SPECIES,ACCEPTED,"Paroaria coronata (J.F.Miller, 1776)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Paroaria,Paroaria coronata,"(J.F.Miller, 1776) ",https://www.gbif.org/species/2492081,Nativo,
Passeriformes,Phrygilus gayi,,FALSE,FALSE,TRUE,Harris 2008,5231088,SPECIES,ACCEPTED,"Phrygilus gayi (Gervais, 1834)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Phrygilus,Phrygilus gayi,"(Gervais, 1834) ",https://www.gbif.org/species/5231088,Nativo,
Passeriformes,Porphyrospiza carbonaria,,FALSE,FALSE,TRUE,Harris 2008,10849914,SPECIES,ACCEPTED,"Porphyrospiza carbonaria (d'Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Porphyrospiza,Porphyrospiza carbonaria,"(d'Orbigny & Lafresnaye, 1837) ",https://www.gbif.org/species/10849914,Nativo,
Passeriformes,Rhopospina fruticeti,,FALSE,FALSE,TRUE,Argentinat,11002466,SPECIES,ACCEPTED,"Rhopospina fruticeti (Kittlitz, 1833)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Rhopospina,Rhopospina fruticeti,"(Kittlitz, 1833) ",https://www.gbif.org/species/11002466,Nativo,
Passeriformes,Sicalis lebruni,,FALSE,FALSE,TRUE,Harris 2008,2491869,SPECIES,ACCEPTED,"Sicalis lebruni (Oustalet, 1891)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,Sicalis lebruni,"(Oustalet, 1891) ",https://www.gbif.org/species/2491869,Nativo,
Passeriformes,Sicalis luteola,,FALSE,FALSE,TRUE,Argentinat,2491846,SPECIES,ACCEPTED,"Sicalis luteola (Sparrman, 1789)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,Sicalis luteola,"(Sparrman, 1789) ",https://www.gbif.org/species/2491846,Nativo,
