Nodo,ScientificName,Functional feeding groups,Freshwater,Marine,Terrestrial,Fuente de ocurrencia,AphiaID,TaxonRank,TaxonomicStatus,AcceptedName,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Ref,Status,Observaciones
Passeriformes,Cistothorus platensis,,TRUE,FALSE,TRUE,Harris 2008,2493890,SPECIES,ACCEPTED,"Cistothorus platensis (Latham, 1790)",Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,Cistothorus platensis,"(Latham, 1790) ",https://www.gbif.org/species/2493890,Nativo,
Passeriformes,Troglodytes aedon,,TRUE,FALSE,TRUE,Argentinat,1484608,Species,accepted,"Troglodytes aedon Vieillot, 1809",Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,"Vieillot, 1809",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484608,Nativo,
Passeriformes,Turdus chiguanco,,FALSE,FALSE,TRUE,Argentinat,2490735,SPECIES,ACCEPTED,"Turdus chiguanco Orbigny & Lafresnaye, 1837",Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus chiguanco,"Orbigny & Lafresnaye, 1837",https://www.gbif.org/species/2490735,Nativo,
Passeriformes,Turdus falcklandii,,FALSE,FALSE,TRUE,Argentinat,2490775,SPECIES,ACCEPTED,"Turdus falcklandii Quoy & Gaimard, 1824",Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus falcklandii,"Quoy & Gaimard, 1824",https://www.gbif.org/species/2490775,Nativo,
Passeriformes,Agriornis murinus,,FALSE,FALSE,TRUE,Harris 2008,2483474,SPECIES,ACCEPTED,"Agriornis murinus (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Agriornis,Agriornis murinus,"(Orbigny & Lafresnaye, 1837) ",https://www.gbif.org/species/2483474,Nativo,
Passeriformes,Anairetes parulus,,FALSE,FALSE,TRUE,Harris 2008,2482688,SPECIES,ACCEPTED,"Anairetes parulus (Kittlitz, 1830)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes,Anairetes parulus,"(Kittlitz, 1830) ",https://www.gbif.org/species/2482688,Nativo,
Passeriformes,Hymenops perspicillatus,,TRUE,FALSE,TRUE,Argentinat,1034745,Species,accepted,"Hymenops perspicillatus (Gmelin, 1789)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Hymenops,perspicillatus,"(Gmelin, 1789)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1034745,Nativo,
Passeriformes,Knipolegus aterrinus,,FALSE,FALSE,TRUE,Harris 2008,9403898,SPECIES,ACCEPTED,"Knipolegus aterrimus Kaup, 1853",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus aterrimus,"Kaup, 1853",https://www.gbif.org/species/9403898,Nativo,
Passeriformes,Lessonia rufa,,FALSE,FALSE,TRUE,Argentinat,5229770,SPECIES,ACCEPTED,"Lessonia rufa (Gmelin, 1789)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Lessonia,Lessonia rufa,"(Gmelin, 1789) ",https://www.gbif.org/species/5229770,Nativo,
Passeriformes,Neoxolmis rufiventris,,FALSE,FALSE,TRUE,Argentinat,2483147,SPECIES,ACCEPTED,"Neoxolmis rufiventris (Vieillot, 1823)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Neoxolmis,Neoxolmis rufiventris,"(Vieillot, 1823) ",https://www.gbif.org/species/2483147,Nativo,
Passeriformes,Pitangus sulphuratus,,TRUE,FALSE,TRUE,Argentinat,1484536,Species,accepted,"Pitangus sulphuratus (Linnaeus, 1766)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pitangus,sulphuratus,"(Linnaeus, 1766)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484536,Nativo,
Passeriformes,Pseudocolopteryx flaviventris,,TRUE,FALSE,FALSE,Argentinat,2482646,SPECIES,ACCEPTED,"Pseudocolopteryx flaviventris (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pseudocolopteryx,Pseudocolopteryx flaviventris,"(Orbigny & Lafresnaye, 1837) ",https://www.gbif.org/species/2482646,Nativo,
Passeriformes,Serpophaga subscristata,,FALSE,FALSE,TRUE,Harris 2008,2483966,SPECIES,ACCEPTED,"Serpophaga subcristata (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Serpophaga,Serpophaga subcristata,"(Vieillot, 1817) ",https://www.gbif.org/species/2483966,Nativo,
Passeriformes,Tachuris rubrigastra,,TRUE,FALSE,FALSE,Argentinat,2482651,SPECIES,ACCEPTED,"Tachuris rubrigastra (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tachuris,Tachuris rubrigastra,"(Vieillot, 1817) ",https://www.gbif.org/species/2482651,Nativo,
Passeriformes,Tyrannus savana,,FALSE,FALSE,TRUE,Argentinat,1484984,Species,accepted,"Tyrannus savana Daudin, 1802",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,savana,"Daudin, 1802",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484984,Nativo,
Passeriformes,Xolmis rubetra,,FALSE,FALSE,TRUE,Harris 2008,2482732,SPECIES,ACCEPTED,"Xolmis rubetra (Burmeister, 1860)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Xolmis,Xolmis rubetra,"(Burmeister, 1860) ",https://www.gbif.org/species/2482732,Nativo,
Garzas,Ardea cocoi,,TRUE,FALSE,FALSE,Harris 2008,2480951,SPECIES,ACCEPTED,"Ardea cocoi Linnaeus, 1766",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cocoi,"Linnaeus, 1766",https://www.gbif.org/species/2480951,Nativo,
Aves_terrestres,Theristicus melanopis,,TRUE,FALSE,FALSE,Argentinat,2480786,SPECIES,ACCEPTED,"Theristicus melanopis (Gmelin, 1789)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,Theristicus melanopis,"(Gmelin, 1789) ",https://www.gbif.org/species/2480786,Nativo,
Phoenicopterus chilensis,Phoenicopterus chilensis,,TRUE,TRUE,FALSE,Argentinat,990418,Species,accepted,"Phoenicopterus chilensis Molina, 1782",Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,chilensis,"Molina, 1782",https://www.marinespecies.org/aphia.php?p=taxdetails&id=990418,Nativo,
Aves_terrestres,Veniliornis mixtus,,FALSE,FALSE,TRUE,Harris 2008,7340156,SPECIES,ACCEPTED,"Veniliornis mixtus (Boddaert, 1783)",Animalia,Chordata,Aves,Piciformes,Picidae,Veniliornis,Veniliornis mixtus,"(Boddaert, 1783) ",https://www.gbif.org/species/7340156,Nativo,
Macaes,Podiceps major,,TRUE,TRUE,FALSE,Argentinat,366612,Species,accepted,"Podiceps major (Boddaert, 1783)",Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,major,"(Boddaert, 1783)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=366612,Nativo,En el estuario
Macaes,Podiceps occipitalis,,TRUE,TRUE,FALSE,Argentinat,366621,Species,accepted,"Podiceps occipitalis Garnot, 1826",Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,occipitalis,"Garnot, 1826",https://www.marinespecies.org/aphia.php?p=taxdetails&id=366621,Nativo,
Macaes,Podilymbus podiceps,,TRUE,FALSE,FALSE,Harris 2008,2482077,SPECIES,ACCEPTED,"Podilymbus podiceps (Linnaeus, 1758)",Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,Podilymbus podiceps,"(Linnaeus, 1758) ",https://www.gbif.org/species/2482077,Nativo,
Macaes,Rollandia rolland,,TRUE,FALSE,FALSE,Argentinat,366614,Species,accepted,"Rollandia rolland (Quoy &amp; Gaimard, 1824)",Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Rollandia,rolland,"(Quoy &amp; Gaimard, 1824)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=366614,Nativo,
Loros,Cyanoliseus patagonus,,FALSE,FALSE,TRUE,Harris 2008,2479529,SPECIES,ACCEPTED,"Cyanoliseus patagonus (Vieillot, 1818)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus,"(Vieillot, 1818) ",https://www.gbif.org/species/2479529,Nativo,
Loros,Myiopsitta monachus,,FALSE,FALSE,TRUE,Argentinat,2479407,SPECIES,ACCEPTED,"Myiopsitta monachus (Boddaert, 1783)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,Myiopsitta monachus,"(Boddaert, 1783) ",https://www.gbif.org/species/2479407,Nativo,
Aves_terrestres,Rhea pennata,,FALSE,FALSE,TRUE,Harris 2008,2495160,SPECIES,ACCEPTED,"Rhea pennata d'Orbigny, 1834",Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,Rhea pennata,"d'Orbigny, 1834",https://www.gbif.org/species/2495160,Nativo,
Aves_cazadoras,Asio flammeus,,FALSE,FALSE,TRUE,Harris 2008,2497295,SPECIES,ACCEPTED,"Asio flammeus (Pontoppidan, 1763)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,"(Pontoppidan, 1763) ",https://www.gbif.org/species/2497295,Nativo,
Aves_cazadoras,Athene cunicularia,,FALSE,FALSE,TRUE,Argentinat,422611,Species,accepted,"Athene cunicularia (Molina, 1782)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,"(Molina, 1782)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=422611,Nativo,
Aves_cazadoras,Bubo magellanicus,,FALSE,FALSE,TRUE,Argentinat,5959144,SPECIES,ACCEPTED,"Bubo magellanicus (R.Lesson, 1828)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo magellanicus,"(R.Lesson, 1828) ",https://www.gbif.org/species/5959144,Nativo,
Aves_cazadoras,Tyto alba,,FALSE,FALSE,TRUE,De Tomasso,1484610,Species,accepted,"Tyto alba (Scopoli, 1769)",Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,"(Scopoli, 1769)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484610,Nativo,
Cormoranes,Leucocarbo atriceps,,FALSE,TRUE,FALSE,Argentinat,4848927,SPECIES,ACCEPTED,"Leucocarbo atriceps (King, 1828)",Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Leucocarbo,Leucocarbo atriceps,"(King, 1828) ",https://www.gbif.org/species/4848927,Nativo,
Cormoranes,Phalacrocorax brasilianus,,TRUE,TRUE,FALSE,Argentinat,9399113,SPECIES,ACCEPTED,"Phalacrocorax brasilianus (Gmelin, 1789)",Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,"(Gmelin, 1789) ",https://www.gbif.org/species/9399113,Nativo,
Aves_terrestres,Eudromia elegans,,FALSE,FALSE,TRUE,Argentinat,5228704,SPECIES,ACCEPTED,"Eudromia elegans I.Geoffroy Saint-Hilaire, 1832",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,Eudromia elegans,"I.Geoffroy Saint-Hilaire, 1832",https://www.gbif.org/species/5228704,Nativo,
Aves_terrestres,Nothura darwinii,,FALSE,FALSE,TRUE,Harris 2008,2477610,SPECIES,ACCEPTED,"Nothura darwinii G.R.Gray, 1867",Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothura,Nothura darwinii,"G.R.Gray, 1867",https://www.gbif.org/species/2477610,Nativo,
Mamiferos_terrestres,Lama guanicoe,,FALSE,FALSE,TRUE,Harris 2008,5220188,SPECIES,ACCEPTED,"Lama guanicoe (Müller, 1776)",Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama guanicoe,"(Müller, 1776)",https://www.gbif.org/species/5220188,Nativo,
Carnivora,Lycalopex culpaeus,,FALSE,FALSE,TRUE,Harris 2008,1603297,Species,accepted,"Lycalopex culpaeus (Molina, 1782)",Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,"(Molina, 1782)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1603297,Nativo,
Carnivora,Lycalopex gymnocercus,,FALSE,FALSE,TRUE,Harris 2008,2434333,SPECIES,ACCEPTED,"Lycalopex gymnocercus (G.Fischer, 1814)",Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Lycalopex gymnocercus,"(G.Fischer, 1814) ",https://www.gbif.org/species/2434333,Nativo,
Carnivora,Leopardus braccatus,,FALSE,FALSE,TRUE,Harris 2008,2434927,SPECIES,ACCEPTED,"Leopardus braccatus (Cope, 1889)",Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus braccatus,"(Cope, 1889) ",https://www.gbif.org/species/2434927,Nativo,Mal identificado en la literatura original
Carnivora,Leopardus geoffroyi,,FALSE,FALSE,TRUE,Harris 2008,2434942,SPECIES,ACCEPTED,"Leopardus geoffroyi (d'Orbigny & Gervais, 1844)",Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,"(d'Orbigny & Gervais, 1844) ",https://www.gbif.org/species/2434942,Nativo,
Carnivora,Puma concolor,,FALSE,FALSE,TRUE,Harris 2008,2435099,SPECIES,ACCEPTED,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"(Linnaeus, 1771) ",https://www.gbif.org/species/2435099,Nativo,
Carnivora,Conepatus humboldti,,FALSE,FALSE,TRUE,Harris 2008,2434890,SPECIES,ACCEPTED,"Conepatus humboldtii Gray, 1837",Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus humboldtii,"Gray, 1837",https://www.gbif.org/species/2434890,Nativo,
Carnivora,Galictis cuja,,FALSE,FALSE,TRUE,Harris 2008,5218901,SPECIES,ACCEPTED,"Galictis cuja (Molina, 1782)",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Galictis,Galictis cuja,"(Molina, 1782) ",https://www.gbif.org/species/5218901,Nativo,
Carnivora,Lyncodon patagonicus,,FALSE,FALSE,TRUE,Harris 2008,2433691,SPECIES,ACCEPTED,"Lyncodon patagonicus (de Blainville, 1842)",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lyncodon,Lyncodon patagonicus,"(de Blainville, 1842) ",https://www.gbif.org/species/2433691,Nativo,
Neogale vison,Neovison vison,,TRUE,FALSE,FALSE,Pers. Obs.,5218823,SPECIES,ACCEPTED,"Mustela vison (Schreber, 1777)",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela vison,"Schreber, 1777",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1506691,Exótico,No se encuentra en el área
Murciélagos,Tadarida brasiliensis,,FALSE,FALSE,TRUE,Harris 2008,2433011,SPECIES,ACCEPTED,"Tadarida brasiliensis (I.Geoffroy, 1824)",Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis,"(I.Geoffroy, 1824) ",https://www.gbif.org/species/2433011,Nativo,
Murciélagos,Histiotus montanus,,FALSE,FALSE,TRUE,Harris 2008,2432299,SPECIES,ACCEPTED,"Histiotus montanus (Philippi & Landbeck, 1861)",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Histiotus,Histiotus montanus,"(Philippi & Landbeck, 1861) ",https://www.gbif.org/species/2432299,Nativo,
Murciélagos,Myotis levis,,FALSE,FALSE,TRUE,Harris 2008,2432392,SPECIES,ACCEPTED,"Myotis levis (I.Geoffroy, 1824)",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis levis,"(I.Geoffroy, 1824) ",https://www.gbif.org/species/2432392,Nativo,
Mamiferos_terrestres,Chaetophractus villosus,,FALSE,FALSE,TRUE,Harris 2008,2440816,SPECIES,ACCEPTED,"Chaetophractus villosus (Desmarest, 1804)",Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus,Chaetophractus villosus,"(Desmarest, 1804) ",https://www.gbif.org/species/2440816,Nativo,
Mamiferos_terrestres,Zaedyus pichiy,,FALSE,FALSE,TRUE,Harris 2008,2440795,SPECIES,ACCEPTED,"Zaedyus pichiy (Desmarest, 1804)",Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus,Zaedyus pichiy,"(Desmarest, 1804) ",https://www.gbif.org/species/2440795,Nativo,
Mamiferos_terrestres,Lestodelphys halli,,FALSE,FALSE,TRUE,Harris 2008,2439939,SPECIES,ACCEPTED,"Lestodelphys halli (Thomas, 1921)",Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Lestodelphys,Lestodelphys halli,"(Thomas, 1921) ",https://www.gbif.org/species/2439939,Nativo,
Mamiferos_terrestres,Thalamys (Marmosa) pusilla,,FALSE,FALSE,FALSE,Harris 2008,2439914,SPECIES,ACCEPTED,"Thylamys pusillus (Desmarest, 1804)",Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Thylamys,Thylamys pusillus,"(Desmarest, 1804) ",https://www.gbif.org/species/2439914,Nativo,
Mamiferos_terrestres,Lepus europaeus,,FALSE,FALSE,TRUE,Argentinat,1603294,Species,accepted,"Lepus europaeus Pallas, 1778",Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,"Pallas, 1778",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1603294,Exótico,
Mamiferos_terrestres,Dolichotis patagonum,,FALSE,FALSE,TRUE,Argentinat,2437619,SPECIES,ACCEPTED,"Dolichotis patagonum (Zimmermann, 1780)",Animalia,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis,Dolichotis patagonum,"(Zimmermann, 1780) ",https://www.gbif.org/species/2437619,Nativo,
Rodentia,Microcavia australis,,FALSE,FALSE,TRUE,Harris 2008,2437626,SPECIES,ACCEPTED,"Microcavia australis (I.Geoffroy Saint-Hilaire & d'Orbigny, 1833)",Animalia,Chordata,Mammalia,Rodentia,Caviidae,Microcavia,Microcavia australis,"(I.Geoffroy Saint-Hilaire & d'Orbigny, 1833) ",https://www.gbif.org/species/2437626,Nativo,
Rodentia,Abrothrix (Akodon) xanthorhinus,,FALSE,FALSE,TRUE,Harris 2008,4265094,SPECIES,ACCEPTED,"Abrothrix olivaceus (Waterhouse, 1837)",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix olivaceus,"(Waterhouse, 1837) ",https://www.gbif.org/species/4265094,Nativo,
Rodentia,Akodon iniscatus,,FALSE,FALSE,TRUE,Harris 2008,2437886,SPECIES,ACCEPTED,"Akodon iniscatus Thomas, 1919",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon iniscatus,"Thomas, 1919",https://www.gbif.org/species/2437886,Nativo,
Rodentia,Akodon molinae,,FALSE,FALSE,TRUE,Harris 2008,2437879,SPECIES,ACCEPTED,"Akodon molinae Contreras, 1968",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon molinae,"Contreras, 1968",https://www.gbif.org/species/2437879,Nativo,
Rodentia,Calomys musculinus,,FALSE,FALSE,TRUE,Harris 2008,2437951,SPECIES,ACCEPTED,"Calomys musculinus (Thomas, 1913)",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Calomys,Calomys musculinus,"(Thomas, 1913) ",https://www.gbif.org/species/2437951,Nativo,
Rodentia,Eligmodontia typus,,FALSE,FALSE,TRUE,Harris 2008,5219750,SPECIES,ACCEPTED,"Eligmodontia typus F.Cuvier, 1837",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Eligmodontia,Eligmodontia typus,"F.Cuvier, 1837",https://www.gbif.org/species/5219750,Nativo,
Rodentia,Graomys grisoflavus,,FALSE,FALSE,TRUE,Harris 2008,2438231,SPECIES,ACCEPTED,"Graomys griseoflavus (Waterhouse, 1837)",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Graomys,Graomys griseoflavus,"(Waterhouse, 1837) ",https://www.gbif.org/species/2438231,Nativo,
Rodentia,Auliscomys (Phyllotis) micropus,,FALSE,FALSE,TRUE,Harris 2008,4265178,SPECIES,ACCEPTED,"Loxodontomys micropus (Waterhouse, 1837)",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Loxodontomys,Loxodontomys micropus,"(Waterhouse, 1837) ",https://www.gbif.org/species/4265178,Nativo,
Rodentia,Phyllotis xanthopygus,,FALSE,FALSE,TRUE,Harris 2008,5219765,SPECIES,ACCEPTED,"Phyllotis xanthopygus (Waterhouse, 1837)",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,Phyllotis xanthopygus,"(Waterhouse, 1837) ",https://www.gbif.org/species/5219765,Nativo,
Rodentia,Reithrodon auritus,,FALSE,FALSE,TRUE,Harris 2008,2438374,SPECIES,ACCEPTED,"Reithrodon auritus (Fischer, 1814)",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodon,Reithrodon auritus,"(Fischer, 1814) ",https://www.gbif.org/species/2438374,Nativo,
Rodentia,Ctenomys magellanicus,,FALSE,FALSE,TRUE,Harris 2008,2439613,SPECIES,ACCEPTED,"Ctenomys magellanicus Bennett, 1836",Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,Ctenomys magellanicus,"Bennett, 1836",https://www.gbif.org/species/2439613,Nativo,
Rodentia,Mus musculus,,FALSE,FALSE,TRUE,Harris 2008,7429082,SPECIES,ACCEPTED,"Mus musculus Linnaeus, 1758",Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,"Linnaeus, 1758",https://www.gbif.org/species/7429082,Nativo,
Rodentia,Rattus norvegicus,,FALSE,FALSE,TRUE,Harris 2008,2439261,SPECIES,ACCEPTED,"Rattus norvegicus (Berkenhout, 1769)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,"(Berkenhout, 1769) ",https://www.gbif.org/species/2439261,Exótico,
Myocastor coypus,Myocastor coypus,,TRUE,FALSE,FALSE,Argentinat,4264680,SPECIES,ACCEPTED,"Myocastor coypus (Molina, 1782)",Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,"(Molina, 1782) ",https://www.gbif.org/species/4264680,Nativo,
Geotria macrostoma,Geotria macrostoma,,TRUE,TRUE,FALSE,Baigun et al 2022; Cocchia et al 2023,298254,Species,accepted,"Geotria macrostoma (Burmeister, 1868)",Animalia,Chordata,Petromyzonti,Petromyzontiformes,Geotriidae,Geotria,macrostoma,"(Burmeister, 1868)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=298254,Nativo,Baigun et al 2022; Cocchia et al 2027
Culebras,Erythrolamprus sagittifer,Predator,FALSE,FALSE,TRUE,Argentinat,9586711,SPECIES,ACCEPTED,"Erythrolamprus sagittifer (Jan, 1863)",Animalia,Chordata,Squamata,,Colubridae,Erythrolamprus,Erythrolamprus sagittifer,"(Jan, 1863) ",https://www.gbif.org/species/9586711,Nativo,
Culebras,Philodryas trilineata,Predator,FALSE,FALSE,TRUE,Argentinat,9631728,SPECIES,ACCEPTED,"Philodryas trilineata (Burmeister, 1861)",Animalia,Chordata,Squamata,,Colubridae,Philodryas,Philodryas trilineata,"(Burmeister, 1861) ",https://www.gbif.org/species/9631728,Nativo,
Lagartijas,Liolaemus darwinii,,FALSE,FALSE,TRUE,Argentinat,2460262,SPECIES,ACCEPTED,"Liolaemus darwinii (Bell, 1843)",Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus darwinii,"(Bell, 1843) ",https://www.gbif.org/species/2460262,Nativo,
Lagartijas,Liolaemus fitzingerii,,FALSE,FALSE,TRUE,Argentinat,2460329,SPECIES,ACCEPTED,"Liolaemus fitzingerii (Duméril & Bibron, 1837)",Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fitzingerii,"(Duméril & Bibron, 1837) ",https://www.gbif.org/species/2460329,Nativo,
Lagartijas,Liolaemus petrophilus,,FALSE,FALSE,TRUE,Argentinat,2460430,SPECIES,ACCEPTED,"Liolaemus petrophilus Donoso-Barros & Cei, 1971",Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus petrophilus,"Donoso-Barros & Cei, 1971",https://www.gbif.org/species/2460430,Nativo,
Lagartijas,Homonota darwinii,,FALSE,FALSE,TRUE,Argentinat,2446145,SPECIES,ACCEPTED,"Homonota darwinii Boulenger, 1885",Animalia,Chordata,Squamata,,Phyllodactylidae,Homonota,Homonota darwinii,"Boulenger, 1885",https://www.gbif.org/species/2446145,Nativo,
Odontesthes hatcheri,Odontesthes hatcheri,,TRUE,FALSE,FALSE,Baigun et al 2022; Cocchia et al 2023,1014231,Species,accepted,"Odontesthes hatcheri (Eigenmann, 1909)",Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Odontesthes,hatcheri,"(Eigenmann, 1909)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1014231,Nativo,Baigun et al 2022; Cocchia et al 2023
Percichthys trucha,Percichthys trucha,,TRUE,FALSE,FALSE,Baigun et al 2022; Cocchia et al 2023,1026863,Species,accepted,"Percichthys trucha (Valenciennes, 1833)",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Percichthys,trucha,"(Valenciennes, 1833)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1026863,Nativo,Baigun et al 2022; Cocchia et al 2024
Oncorhynchus mykiss,Oncorhynchus mykiss,,TRUE,TRUE,FALSE,Baigun et al 2022; Cocchia et al 2023,127185,Species,accepted,"Oncorhynchus mykiss (Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus ,mykiss,"(Walbaum, 1792)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=127185,Exótico,Baigun et al 2022; Cocchia et al 2029
Salmo trutta,Salmo trutta,,TRUE,TRUE,FALSE,Baigun et al 2022; Cocchia et al 2023,127187,Species,accepted,"Salmo trutta Linnaeus, 1758",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,trutta,"Linnaeus, 1758",https://www.marinespecies.org/aphia.php?p=taxdetails&id=127187,Exótico,Baigun et al 2022; Cocchia et al 2028
Genidens barbus,Genidens barbus,,TRUE,TRUE,FALSE,Argentinat,280825,Species,accepted,"Genidens barbus (Lacepède, 1803)",Animalia,Chordata,Teleostei,Siluriformes,Ariidae,Genidens,barbus,"(Lacepède, 1803)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=280825,Nativo,
Diplomystes mesembrinus,Olivaichthys mesembrinus,,TRUE,FALSE,FALSE,Baigun et al 2022; Cocchia et al 2023,1593932,Species,accepted,"Olivaichthys mesembrinus (Ringuelet, 1982)",Animalia,Chordata,Teleostei,Siluriformes,Diplomystidae,Olivaichthys,mesembrinus,"Ringuelet, 1982",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1593932,Nativo,Baigun et al 2022; Cocchia et al 2026
Hatcheria macraei,Hatcheria macraei,,TRUE,FALSE,FALSE,Baigun et al 2022; Cocchia et al 2023,1015006,Species,accepted,"Hatcheria macraei (Girard, 1855)",Animalia,Chordata,Teleostei,Siluriformes,Trichomycteridae,Hatcheria,macraei,"(Girard, 1855)",https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015006,Nativo,Baigun et al 2022; Cocchia et al 2025
